Project,Package,Module,Class,Smell,Method,Line no,File,Description
group02,group02.backend.routes,question_routes,,Complex method,update_question,99 - 218,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,"Method 'update_question' has a cyclomatic complexity of 19, exceeding the max of 6."
group02,group02.backend.routes,question_routes,,Empty catch block,update_question,206,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Empty catch block found in update_question.
group02,group02.backend.routes,question_routes,,Empty catch block,update_question,208,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Empty catch block found in update_question.
group02,group02.backend.routes,question_routes,,Long method,update_question,99 - 218,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Method 'update_question' is too long (110 lines).
group02,group02.backend.routes,question_routes,,Long statement,get_question_by_id,40,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,A line with 130 chars in get_question_by_id exceeds the maximum length of 120 characters.
group02,group02.backend.routes,question_routes,,Long statement,get_question_for_edit,63,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,A line with 133 chars in get_question_for_edit exceeds the maximum length of 120 characters.
group02,group02.backend.routes,question_routes,,Long statement,get_question_for_edit,85,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,A line with 176 chars in get_question_for_edit exceeds the maximum length of 120 characters.
group02,group02.backend.routes,question_routes,,Long statement,update_question,100,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,A line with 325 chars in update_question exceeds the maximum length of 120 characters.
group02,group02.backend.routes,question_routes,,Long statement,update_question,151,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,A line with 139 chars in update_question exceeds the maximum length of 120 characters.
group02,group02.backend.routes,question_routes,,Long statement,update_question,201,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,A line with 122 chars in update_question exceeds the maximum length of 120 characters.
group02,group02.backend.routes,question_routes,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,A line with 263 chars in question_routes exceeds the maximum length of 120 characters.
group02,group02.backend.routes,question_routes,,Magic number,get_questions,29,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 404 used in get_questions.
group02,group02.backend.routes,question_routes,,Magic number,get_questions,35,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 500 used in get_questions.
group02,group02.backend.routes,question_routes,,Magic number,get_question_by_id,48,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 404 used in get_question_by_id.
group02,group02.backend.routes,question_routes,,Magic number,get_question_by_id,58,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 500 used in get_question_by_id.
group02,group02.backend.routes,question_routes,,Magic number,get_question_for_edit,90,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 200 used in get_question_for_edit.
group02,group02.backend.routes,question_routes,,Magic number,get_question_for_edit,72,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 404 used in get_question_for_edit.
group02,group02.backend.routes,question_routes,,Magic number,get_question_for_edit,83,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 403 used in get_question_for_edit.
group02,group02.backend.routes,question_routes,,Magic number,get_question_for_edit,94,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 500 used in get_question_for_edit.
group02,group02.backend.routes,question_routes,,Magic number,update_question,115,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 404 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,126,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 403 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,189,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 400 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,204,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 200 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,218,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 500 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,167,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 120 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,174,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 20 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,207,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 403 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,209,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 400 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,154,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 409 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,update_question,183,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 5 used in update_question.
group02,group02.backend.routes,question_routes,,Magic number,create_question,255,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 201 used in create_question.
group02,group02.backend.routes,question_routes,,Magic number,create_question,260,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 500 used in create_question.
group02,group02.backend.routes,question_routes,,Magic number,create_question,239,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 400 used in create_question.
group02,group02.backend.routes,question_routes,,Magic number,title_fuzzy_search,283,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 200 used in title_fuzzy_search.
group02,group02.backend.routes,question_routes,,Magic number,title_fuzzy_search,276,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 200 used in title_fuzzy_search.
group02,group02.backend.routes,question_routes,,Magic number,title_fuzzy_search,287,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\question_routes.py,Magic number 500 used in title_fuzzy_search.
group02,group02.backend.routes,registration_routes,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,A line with 129 chars in registration_routes exceeds the maximum length of 120 characters.
group02,group02.backend.routes,registration_routes,,Magic number,register_user,21,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 400 used in register_user.
group02,group02.backend.routes,registration_routes,,Magic number,register_user,28,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 400 used in register_user.
group02,group02.backend.routes,registration_routes,,Magic number,register_user,32,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 500 used in register_user.
group02,group02.backend.routes,registration_routes,,Magic number,verify_otp,46,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 400 used in verify_otp.
group02,group02.backend.routes,registration_routes,,Magic number,verify_otp,50,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 500 used in verify_otp.
group02,group02.backend.routes,registration_routes,,Magic number,forgot_password,59,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 400 used in forgot_password.
group02,group02.backend.routes,registration_routes,,Magic number,forgot_password,63,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 400 used in forgot_password.
group02,group02.backend.routes,registration_routes,,Magic number,forgot_password,70,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 500 used in forgot_password.
group02,group02.backend.routes,registration_routes,,Magic number,reset_password,83,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 400 used in reset_password.
group02,group02.backend.routes,registration_routes,,Magic number,reset_password,87,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 500 used in reset_password.
group02,group02.backend.routes,registration_routes,,Magic number,resend_otp,107,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 500 used in resend_otp.
group02,group02.backend.routes,registration_routes,,Magic number,resend_otp,103,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\registration_routes.py,Magic number 400 used in resend_otp.
group02,group02.backend.routes,tag_routes,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,A line with 263 chars in tag_routes exceeds the maximum length of 120 characters.
group02,group02.backend.routes,tag_routes,,Magic number,get_tags,27,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,Magic number 404 used in get_tags.
group02,group02.backend.routes,tag_routes,,Magic number,get_tags,34,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,Magic number 500 used in get_tags.
group02,group02.backend.routes,tag_routes,,Magic number,get_tag_by_id,47,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,Magic number 404 used in get_tag_by_id.
group02,group02.backend.routes,tag_routes,,Magic number,get_tag_by_id,54,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,Magic number 500 used in get_tag_by_id.
group02,group02.backend.routes,tag_routes,,Magic number,create_tag,80,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,Magic number 201 used in create_tag.
group02,group02.backend.routes,tag_routes,,Magic number,create_tag,69,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,Magic number 400 used in create_tag.
group02,group02.backend.routes,tag_routes,,Magic number,create_tag,74,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,Magic number 409 used in create_tag.
group02,group02.backend.routes,tag_routes,,Magic number,create_tag,83,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\tag_routes.py,Magic number 500 used in create_tag.
group02,group02.backend.routes,upload_routes,,Empty catch block,upload_profile_picture,35,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\upload_routes.py,Empty catch block found in upload_profile_picture.
group02,group02.backend.routes,upload_routes,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\upload_routes.py,A line with 130 chars in upload_routes exceeds the maximum length of 120 characters.
group02,group02.backend.routes,upload_routes,,Magic number,upload_profile_picture,14,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\upload_routes.py,Magic number 204 used in upload_profile_picture.
group02,group02.backend.routes,upload_routes,,Magic number,upload_profile_picture,18,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\upload_routes.py,Magic number 400 used in upload_profile_picture.
group02,group02.backend.routes,upload_routes,,Magic number,upload_profile_picture,21,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\upload_routes.py,Magic number 400 used in upload_profile_picture.
group02,group02.backend.routes,upload_routes,,Magic number,upload_profile_picture,32,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\upload_routes.py,Magic number 200 used in upload_profile_picture.
group02,group02.backend.routes,upload_routes,,Magic number,upload_profile_picture,34,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\upload_routes.py,Magic number 500 used in upload_profile_picture.
group02,group02.backend.routes,upload_routes,,Magic number,upload_profile_picture,36,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\upload_routes.py,Magic number 500 used in upload_profile_picture.
group02,group02.backend.routes,user_routes,,Long statement,create_user,45,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,A line with 139 chars in create_user exceeds the maximum length of 120 characters.
group02,group02.backend.routes,user_routes,,Long statement,get_user,61,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,A line with 160 chars in get_user exceeds the maximum length of 120 characters.
group02,group02.backend.routes,user_routes,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,A line with 263 chars in user_routes exceeds the maximum length of 120 characters.
group02,group02.backend.routes,user_routes,,Magic number,get_users,26,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 404 used in get_users.
group02,group02.backend.routes,user_routes,,Magic number,get_users,32,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 500 used in get_users.
group02,group02.backend.routes,user_routes,,Magic number,create_user,54,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 201 used in create_user.
group02,group02.backend.routes,user_routes,,Magic number,create_user,57,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 500 used in create_user.
group02,group02.backend.routes,user_routes,,Magic number,create_user,48,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 400 used in create_user.
group02,group02.backend.routes,user_routes,,Magic number,get_user,72,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 404 used in get_user.
group02,group02.backend.routes,user_routes,,Magic number,get_user,87,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 500 used in get_user.
group02,group02.backend.routes,user_routes,,Magic number,update_user,92,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 204 used in update_user.
group02,group02.backend.routes,user_routes,,Magic number,update_user,97,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 200 used in update_user.
group02,group02.backend.routes,user_routes,,Magic number,update_user,96,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 404 used in update_user.
group02,group02.backend.routes,user_routes,,Magic number,update_user,100,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\user_routes.py,Magic number 500 used in update_user.
group02,group02.backend.routes,vote_routes,,Long statement,get_vote_count,77,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,A line with 145 chars in get_vote_count exceeds the maximum length of 120 characters.
group02,group02.backend.routes,vote_routes,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,A line with 255 chars in vote_routes exceeds the maximum length of 120 characters.
group02,group02.backend.routes,vote_routes,,Magic number,get_votes,25,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 404 used in get_votes.
group02,group02.backend.routes,vote_routes,,Magic number,get_votes,31,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 500 used in get_votes.
group02,group02.backend.routes,vote_routes,,Magic number,create_vote,53,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 201 used in create_vote.
group02,group02.backend.routes,vote_routes,,Magic number,create_vote,56,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 500 used in create_vote.
group02,group02.backend.routes,vote_routes,,Magic number,create_vote,47,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 400 used in create_vote.
group02,group02.backend.routes,vote_routes,,Magic number,get_vote_count,83,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 200 used in get_vote_count.
group02,group02.backend.routes,vote_routes,,Magic number,get_vote_count,71,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 200 used in get_vote_count.
group02,group02.backend.routes,vote_routes,,Magic number,get_vote_count,86,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 500 used in get_vote_count.
group02,group02.backend.routes,vote_routes,,Magic number,update_vote,109,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 200 used in update_vote.
group02,group02.backend.routes,vote_routes,,Magic number,update_vote,98,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 404 used in update_vote.
group02,group02.backend.routes,vote_routes,,Magic number,update_vote,104,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 400 used in update_vote.
group02,group02.backend.routes,vote_routes,,Magic number,update_vote,112,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 500 used in update_vote.
group02,group02.backend.routes,vote_routes,,Magic number,delete_vote,128,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 200 used in delete_vote.
group02,group02.backend.routes,vote_routes,,Magic number,delete_vote,123,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 404 used in delete_vote.
group02,group02.backend.routes,vote_routes,,Magic number,delete_vote,131,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 500 used in delete_vote.
group02,group02.backend.routes,vote_routes,,Magic number,get_user_votes,147,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 200 used in get_user_votes.
group02,group02.backend.routes,vote_routes,,Magic number,get_user_votes,142,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\routes\vote_routes.py,Magic number 400 used in get_user_votes.
group02,group02.backend.services,answer_services,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\answer_services.py,A line with 185 chars in answer_services exceeds the maximum length of 120 characters.
group02,group02.backend.services,answer_services,AnswerServices,Magic number,validate_answer_body,22,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\answer_services.py,Magic number 20 used in validate_answer_body.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,generate_answer,24,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 366 chars in generate_answer exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,generate_answer,41,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 441 chars in generate_answer exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,generate_answer,48,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 211 chars in generate_answer exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,generate_answer,57,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 142 chars in generate_answer exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,generate_answer,70,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 330 chars in generate_answer exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,generate_answer,78,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 151 chars in generate_answer exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,summarize_answers,95,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 572 chars in summarize_answers exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,summarize_answers,109,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 807 chars in summarize_answers exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,summarize_answers,134,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 163 chars in summarize_answers exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,summarize_answers,136,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 142 chars in summarize_answers exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,summarize_answers,146,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 154 chars in summarize_answers exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,summarize_answers,147,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 150 chars in summarize_answers exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,GeminiServices,Long statement,is_response_truncated,161,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 275 chars in is_response_truncated exceeds the maximum length of 120 characters.
group02,group02.backend.services,gemini_services,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\gemini_services.py,A line with 218 chars in gemini_services exceeds the maximum length of 120 characters.
group02,group02.backend.services,user_login,UserLoginServices,Long statement,generate_token,24,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\user_login.py,A line with 179 chars in generate_token exceeds the maximum length of 120 characters.
group02,group02.backend.services,user_login,UserLoginServices,Long statement,get_user_info,35,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\user_login.py,A line with 328 chars in get_user_info exceeds the maximum length of 120 characters.
group02,group02.backend.services,user_registration,UserRegistrationService,Long statement,verify_and_create_user,45,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\user_registration.py,A line with 243 chars in verify_and_create_user exceeds the maximum length of 120 characters.
group02,group02.backend.services,user_registration,UserRegistrationService,Long statement,send_otp,77,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\user_registration.py,A line with 2918 chars in send_otp exceeds the maximum length of 120 characters.
group02,group02.backend.services,user_registration,UserRegistrationService,Long statement,reset_otp,140,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\services\user_registration.py,A line with 2903 chars in reset_otp exceeds the maximum length of 120 characters.
group02,group02.backend.test,test_base,DatabaseTestCase,Empty catch block,tearDownClass,61,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\test_base.py,Empty catch block found in tearDownClass.
group02,group02.backend.test,test_base,DatabaseTestCase,Empty catch block,tearDown,98,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\test_base.py,Empty catch block found in tearDown.
group02,group02.backend.test,test_base,TestDataCreation,Long statement,create_test_user,116,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\test_base.py,A line with 214 chars in create_test_user exceeds the maximum length of 120 characters.
group02,group02.backend.test,test_base,TestDataCreation,Long statement,create_test_question,136,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\test_base.py,A line with 137 chars in create_test_question exceeds the maximum length of 120 characters.
group02,group02.backend.test,test_base,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\test_base.py,A line with 213 chars in test_base exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,ai_routes_test,AiRoutesTestCase,Long statement,test_post_ai_ans_success,15,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\ai_routes_test.py,A line with 131 chars in test_post_ai_ans_success exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long method,app,22 - 99,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Method 'app' is too long (76 lines).
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,app,33,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 249 chars in app exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,app,46,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 270 chars in app exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,app,59,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 252 chars in app exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,app,73,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 124 chars in app exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,app,84,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 209 chars in app exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_update_answer_success,168,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 131 chars in test_update_answer_success exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_update_validation_min_len,189,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 131 chars in test_update_validation_min_len exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_upd_validation_body_req,204,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 131 chars in test_upd_validation_body_req exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_get_answer_edit_forbidden,221,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 142 chars in test_get_answer_edit_forbidden exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_update_increments_edits,241,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 131 chars in test_update_increments_edits exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_update_changes_timestamp,262,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 131 chars in test_update_changes_timestamp exceeds the maximum length of 120 characters.
