Project,Package,Module,Class,Smell,Method,Line no,File,Description
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_edit_accepted_clears_flag,313,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 131 chars in test_edit_accepted_clears_flag exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_edit_unaccepted_no_change,330,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 131 chars in test_edit_unaccepted_no_change exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Long statement,test_update_no_change_no_incr,347,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 131 chars in test_update_no_change_no_incr exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,A line with 180 chars in answer_edit_test exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_load_edit_ans_success,136,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 200 used in test_load_edit_ans_success.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_load_edit_ans_not_found,146,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 404 used in test_load_edit_ans_not_found.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_get_ans_for_edit_unauth,152,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 401 used in test_get_ans_for_edit_unauth.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_edit_forbidden_non_author,158,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 403 used in test_edit_forbidden_non_author.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_update_answer_success,174,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 200 used in test_update_answer_success.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_update_validation_min_len,195,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 400 used in test_update_validation_min_len.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_upd_validation_body_req,210,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 400 used in test_upd_validation_body_req.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_get_answer_edit_forbidden,227,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 403 used in test_get_answer_edit_forbidden.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_update_increments_edits,248,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 2 used in test_update_increments_edits.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_update_changes_timestamp,268,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 200 used in test_update_changes_timestamp.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_edit_indicator_in_list,288,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 200 used in test_edit_indicator_in_list.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_edit_accepted_clears_flag,319,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 200 used in test_edit_accepted_clears_flag.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_edit_unaccepted_no_change,336,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 200 used in test_edit_unaccepted_no_change.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_update_no_change_no_incr,353,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 200 used in test_update_no_change_no_incr.
group02,group02.backend.test.integration,answer_edit_test,TestAnswerEditRoutesMinimal,Magic number,test_get_answers_has_edit_data,373,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_edit_test.py,Magic number 200 used in test_get_answers_has_edit_data.
group02,group02.backend.test.integration,answer_routes_test,AnswerRoutesTestCase,Long statement,setUp,26,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_routes_test.py,A line with 165 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_routes_test,AnswerRoutesTestCase,Long statement,setUp,32,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_routes_test.py,A line with 130 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_routes_test,AnswerRoutesTestCase,Long statement,setUp,38,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_routes_test.py,A line with 129 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_routes_test,AnswerRoutesTestCase,Long statement,setUp,43,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_routes_test.py,A line with 130 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_routes_test,AnswerRoutesTestCase,Long statement,test_create_ans_endpoint_exist,103,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_routes_test.py,A line with 150 chars in test_create_ans_endpoint_exist exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,answer_routes_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\answer_routes_test.py,A line with 186 chars in answer_routes_test exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,comment_routes_test,CommentRoutesTestCase,Long statement,setUp,30,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\comment_routes_test.py,A line with 166 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,comment_routes_test,CommentRoutesTestCase,Long statement,setUp,36,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\comment_routes_test.py,A line with 130 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,comment_routes_test,CommentRoutesTestCase,Long statement,setUp,42,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\comment_routes_test.py,A line with 129 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,comment_routes_test,CommentRoutesTestCase,Long statement,setUp,47,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\comment_routes_test.py,A line with 130 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,comment_routes_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\comment_routes_test.py,A line with 232 chars in comment_routes_test exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,login_routes_test,LoginRoutesTestCase,Long statement,setUp,30,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\login_routes_test.py,A line with 224 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,login_routes_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\login_routes_test.py,A line with 196 chars in login_routes_test exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,app,34,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 249 chars in app exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,app,47,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 253 chars in app exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,app,67,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 205 chars in app exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_success,189,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_success exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_not_found,211,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 135 chars in test_upd_ques_not_found exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_non_author,235,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 139 chars in test_upd_ques_non_author exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_valid_ttl_req,250,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_valid_ttl_req exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_valid_ttl_maxlen,265,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_valid_ttl_maxlen exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_valid_bdy_minlen,280,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_valid_bdy_minlen exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_valid_tags_min,295,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_valid_tags_min exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_tags_max_five,310,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_tags_max_five exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_no_same_tags,325,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_no_same_tags exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_incre_edit_cnt,340,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 122 chars in test_upd_ques_incre_edit_cnt exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_incre_edit_cnt,348,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_incre_edit_cnt exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_upd_time,368,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_upd_time exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_upd_time,440,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_upd_time exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_partial_upd,457,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_partial_upd exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Long statement,test_upd_ques_with_tags,472,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 133 chars in test_upd_ques_with_tags exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,A line with 182 chars in question_edit_test exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_get_ques_for_edit,120,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 200 used in test_get_ques_for_edit.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_ques_for_edit_not_found,132,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 404 used in test_ques_for_edit_not_found.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_get_ques_for_edit_unauth,140,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 401 used in test_get_ques_for_edit_unauth.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_ques_for_edit_non_author,148,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 403 used in test_ques_for_edit_non_author.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_edit_ques_within_ten_min,157,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 200 used in test_edit_ques_within_ten_min.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_edit_ques_after_ten_min,172,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 200 used in test_edit_ques_after_ten_min.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_success,195,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 200 used in test_upd_ques_success.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_success,186,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 2 used in test_upd_ques_success.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_not_found,217,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 404 used in test_upd_ques_not_found.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_unauthorized,229,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 401 used in test_upd_ques_unauthorized.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_non_author,242,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 403 used in test_upd_ques_non_author.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_valid_ttl_req,256,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 400 used in test_upd_ques_valid_ttl_req.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_valid_ttl_maxlen,271,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 400 used in test_upd_ques_valid_ttl_maxlen.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_valid_ttl_maxlen,263,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 121 used in test_upd_ques_valid_ttl_maxlen.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_valid_bdy_minlen,286,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 400 used in test_upd_ques_valid_bdy_minlen.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_valid_tags_min,301,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 400 used in test_upd_ques_valid_tags_min.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_tags_max_five,316,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 400 used in test_upd_ques_tags_max_five.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_tags_max_five,308,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 2 used in test_upd_ques_tags_max_five.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_tags_max_five,308,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 2 used in test_upd_ques_tags_max_five.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_tags_max_five,308,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 2 used in test_upd_ques_tags_max_five.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_no_same_tags,331,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 400 used in test_upd_ques_no_same_tags.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_no_same_tags,323,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 2 used in test_upd_ques_no_same_tags.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_incre_edit_cnt,355,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 2 used in test_upd_ques_incre_edit_cnt.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_upd_time,374,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 200 used in test_upd_ques_upd_time.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_upd_time,446,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 200 used in test_upd_ques_upd_time.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_partial_upd,463,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 200 used in test_upd_ques_partial_upd.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_with_tags,478,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 200 used in test_upd_ques_with_tags.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_with_tags,470,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 2 used in test_upd_ques_with_tags.
group02,group02.backend.test.integration,question_edit_test,TestQuestionEditRoutesMinimal,Magic number,test_upd_ques_with_tags,484,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_edit_test.py,Magic number 2 used in test_upd_ques_with_tags.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long identifier,test_fuzzy_search_endpoint_exists,50,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,Identifier'test_fuzzy_search_endpoint_exists' exceeds the maximum length of 30 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long identifier,test_fuzzy_search_partial_match,78,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,Identifier'test_fuzzy_search_partial_match' exceeds the maximum length of 30 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long identifier,test_fuzzy_search_multiple_keywords,95,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,Identifier'test_fuzzy_search_multiple_keywords' exceeds the maximum length of 30 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long identifier,test_fuzzy_search_no_query_parameter,111,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,Identifier'test_fuzzy_search_no_query_parameter' exceeds the maximum length of 30 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long identifier,test_fuzzy_search_whitespace_handling,123,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,Identifier'test_fuzzy_search_whitespace_handling' exceeds the maximum length of 30 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long identifier,test_question_get_increments_view_count,136,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,Identifier'test_question_get_increments_view_count' exceeds the maximum length of 30 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long identifier,test_view_count_persists_in_database,155,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,Identifier'test_view_count_persists_in_database' exceeds the maximum length of 30 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long identifier,test_view_count_nonexistent_question,173,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,Identifier'test_view_count_nonexistent_question' exceeds the maximum length of 30 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long statement,setUp,28,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,A line with 169 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long statement,setUp,33,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,A line with 160 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_routes_test,QuestionRoutesTestCase,Long statement,setUp,38,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,A line with 150 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_routes_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_routes_test.py,A line with 163 chars in question_routes_test exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_tag_routes_test,QuestionTagRoutesTestCase,Long statement,setUp,27,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_tag_routes_test.py,A line with 169 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_tag_routes_test,QuestionTagRoutesTestCase,Long statement,setUp,32,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_tag_routes_test.py,A line with 160 chars in setUp exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,question_tag_routes_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\question_tag_routes_test.py,A line with 167 chars in question_tag_routes_test exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,vote_routes_test,VoteRoutesTestCase,Long statement,test_get_votes,61,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\vote_routes_test.py,A line with 123 chars in test_get_votes exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,vote_routes_test,VoteRoutesTestCase,Long statement,test_get_votes,62,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\vote_routes_test.py,A line with 121 chars in test_get_votes exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,vote_routes_test,VoteRoutesTestCase,Long statement,test_patch_vote_switch_type,99,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\vote_routes_test.py,A line with 122 chars in test_patch_vote_switch_type exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,vote_routes_test,VoteRoutesTestCase,Long statement,test_delete_vote,119,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\vote_routes_test.py,A line with 122 chars in test_delete_vote exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,vote_routes_test,VoteRoutesTestCase,Long statement,test_get_user_votes,150,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\vote_routes_test.py,A line with 123 chars in test_get_user_votes exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,vote_routes_test,VoteRoutesTestCase,Long statement,test_get_user_votes,151,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\vote_routes_test.py,A line with 121 chars in test_get_user_votes exceeds the maximum length of 120 characters.
group02,group02.backend.test.integration,vote_routes_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\integration\vote_routes_test.py,A line with 159 chars in vote_routes_test exceeds the maximum length of 120 characters.
group02,group02.backend.test.unit,answer_test,TestAnswerCreation,Long statement,test_create_valid_ans,43,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\unit\answer_test.py,A line with 128 chars in test_create_valid_ans exceeds the maximum length of 120 characters.
group02,group02.backend.test.unit,answer_test,TestAnswerCreation,Long statement,test_create_ans_with_false_qs,68,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\unit\answer_test.py,A line with 130 chars in test_create_ans_with_false_qs exceeds the maximum length of 120 characters.
group02,group02.backend.test.unit,answer_test,,Long statement,,1,D:\01_Study\Sem-1\Adv Software Engineering\Group project\group02\backend\test\unit\answer_test.py,A line with 200 chars in answer_test exceeds the maximum length of 120 characters.
